dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
Office of the City Auditor,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,299138.0,246682.04,1,75.0,224353.5,52455.95999999999,82.4642940716325,22328.540000000008,7.464294071632494,328909.38666666666,29771.386666666658,Above pace
Small and Minority Business Resources,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,296240.0,249539.5,5,75.0,222180.0,46700.5,84.23558601134215,27359.5,9.23558601134215,332719.3333333333,36479.333333333314,Above pace
Parks & Recreation,Parks and Recreation Parking and Gate Entry Fund,"Park Planning, Development, and Operations",Other operating costs,296046.0,307502.6,7,75.0,222034.5,-11456.599999999977,103.86987157401214,85468.09999999998,28.869871574012137,410003.4666666666,113957.46666666662,Above pace
Enterprise Debt Service,Convention Center HOT Debt Service Fund-Subordinate Lien,"Transfers, Debt Service, and Other Requirements",Contractual services,295900.0,173441.9,1,75.0,221925.0,122458.1,58.61503886448124,-48483.100000000006,-16.384961135518758,231255.86666666667,-64644.13333333333,Below pace
Law,Support Services Fund,Support Services,Other operating costs,294826.0,157700.72,28,75.0,221119.5,137125.28,53.4894208787556,-63418.78,-21.510579121244398,210267.62666666668,-84558.37333333332,Below pace
Municipal Court,General Fund,Youth Case Management,Personnel & benefits,293080.0,211092.42,7,75.0,219810.0,81987.57999999999,72.02552886583868,-8717.579999999987,-2.9744711341613197,281456.56,-11623.440000000002,Near pace
Public Works,Parking Management Fund,Emerging Mobility,Contractual services,289444.0,231564.11,4,75.0,217083.0,57879.890000000014,80.00307831566728,14481.109999999986,5.003078315667281,308752.14666666667,19308.146666666667,Above pace
Austin Public Health,General Fund,Environmental Health Services,"Supplies, technology & equipment",288024.0,191484.05,13,75.0,216018.0,96539.95000000001,66.48197719634474,-24533.95000000001,-8.518022803655256,255312.06666666665,-32711.93333333335,Below pace
Austin Water,Austin Water Wildland Conservation Fund,"Environmental, Planning, and Development Services",Contractual services,285000.0,117152.53,2,75.0,213750.0,167847.47,41.10615087719298,-96597.47,-33.89384912280702,156203.37333333332,-128796.62666666668,Below pace
Building Services,Support Services Fund,Custodial Services,Other operating costs,284773.0,358229.02,41,75.0,213579.75,-73456.02000000002,125.79458726775361,144649.27000000002,50.79458726775361,477638.69333333336,192865.69333333336,Above pace
Financial Services,Mueller Development Fund,Mueller Development,Contractual services,280000.0,0.0,1,75.0,210000.0,280000.0,0.0,-210000.0,-75.0,0.0,-280000.0,Below pace
Public Works,Project Connect - Office Fund,Project Connect,Other operating costs,276273.0,148674.18,21,75.0,207204.75,127598.82,53.81422723175989,-58530.57000000001,-21.185772768240113,198232.24,-78040.76000000001,Below pace
Aviation,Airport Operating Fund,Business Services,"Supplies, technology & equipment",275500.0,64136.68,6,75.0,206625.0,211363.32,23.28010163339383,-142488.32,-51.719898366606174,85515.57333333333,-189984.42666666667,Below pace
Office of the City Auditor,Support Services Fund,Corporate Risk Services,Contractual services,274934.0,87496.19,4,75.0,206200.5,187437.81,31.824434227851047,-118704.31,-43.17556577214896,116661.58666666667,-158272.41333333333,Below pace
Animal Services,General Fund,Support Services,Contractual services,274008.0,119500.95,11,75.0,205506.0,154507.05,43.61221205220286,-86005.05,-31.387787947797143,159334.6,-114673.4,Below pace
Emergency Medical Services,General Fund,Support Services,"Supplies, technology & equipment",269869.0,183411.54,33,75.0,202401.75,86457.45999999999,67.96317472551497,-18990.209999999992,-7.036825274485025,244548.72,-25320.28,Below pace
Economic Development,Economic Development Fund,Support Services,Contractual services,268798.0,28250.25,11,75.0,201598.5,240547.75,10.509843823242733,-173348.25,-64.49015617675727,37667.0,-231131.0,Below pace
Planning & Zoning,General Fund,Long Range Planning,Other operating costs,264329.0,174087.03,41,75.0,198246.75,90241.97,65.85998131116904,-24159.72,-9.140018688830963,232116.04,-32212.959999999992,Below pace
Emergency Medical Services,General Fund,Billing Services,"Supplies, technology & equipment",264200.0,479345.63,6,75.0,198150.0,-215145.63,181.43286525359576,281195.63,106.43286525359576,639127.5066666667,374927.5066666667,Above pace
Office of the City Clerk,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,263812.0,217550.26,1,75.0,197859.0,46261.73999999999,82.46412596849271,19691.26000000001,7.464125968492709,290067.01333333337,26255.013333333365,Above pace
Fleet Services,Fleet Services Fund,Vehicle Services and Emerging Technologies,Contractual services,263724.0,170660.83000000002,12,75.0,197793.0,93063.16999999998,64.71190714534893,-27132.169999999984,-10.288092854651069,227547.77333333335,-36176.226666666655,Below pace
Police,Police Federal Department of Justice Asset Forfeiture Fund,Asset Forfeiture Funds,Contractual services,263362.0,0.0,2,75.0,197521.5,263362.0,0.0,-197521.5,-75.0,0.0,-263362.0,Below pace
Building Services,Support Services Fund,Facility and Project Management,"Supplies, technology & equipment",261957.0,238854.87,26,75.0,196467.75,23102.130000000005,91.18094572773394,42387.119999999995,16.180945727733942,318473.16,56516.159999999974,Above pace
Watershed Protection,Barton Springs Conservation,Barton Springs Conservation,Contractual services,260000.0,56462.61,1,75.0,195000.0,203537.39,21.71638846153846,-138537.39,-53.28361153846154,75283.48,-184716.52000000002,Below pace
Austin Public Health,1115 Medicaid Waiver,Health Equity and Community Engagement,Personnel & benefits,255572.57,0.0,2,75.0,191679.4275,255572.57,0.0,-191679.4275,-75.0,0.0,-255572.57,Below pace
Police,Police State Contraband Asset Forfeiture Fund,Asset Forfeiture Funds,"Supplies, technology & equipment",252603.0,0.0,6,75.0,189452.25,252603.0,0.0,-189452.25,-75.0,0.0,-252603.0,Below pace
Building Services,Support Services Fund,Facility Maintenance,"Supplies, technology & equipment",252169.0,374001.89,35,75.0,189126.75,-121832.89000000001,148.31398387589275,184875.14,73.31398387589275,498669.1866666667,246500.1866666667,Above pace
Animal Services,Animal Services Fund,Miscellaneous,Personnel & benefits,250000.0,251680.85,9,75.0,187500.0,-1680.8500000000058,100.67234,64180.850000000006,25.672340000000005,335574.4666666667,85574.46666666667,Above pace
Office of the City Auditor,Support Services Fund,Support Services,Other operating costs,247445.0,11661.96,16,75.0,185583.75,235783.04,4.712950352603609,-173921.79,-70.28704964739639,15549.279999999999,-231895.72,Below pace
Planning & Zoning,General Fund,Support Services,Contractual services,247334.0,24684.96,16,75.0,185500.5,222649.04,9.980415147128983,-160815.54,-65.01958485287102,32913.28,-214420.72,Below pace
Public Works,Transportation Fund,Transportation Engineering,"Supplies, technology & equipment",245150.0,44168.88,26,75.0,183862.5,200981.12,18.017083418315316,-139693.62,-56.982916581684684,58891.84,-186258.16,Below pace
Public Works,Project Connect - Office Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,243763.0,201016.8,1,75.0,182822.25,42746.20000000001,82.46403268748743,18194.54999999999,7.464032687487432,268022.39999999997,24259.399999999965,Above pace
Parks & Recreation,General Fund,Support Services,"Supplies, technology & equipment",243348.0,79811.88,45,75.0,182511.0,163536.12,32.79742590857537,-102699.12,-42.20257409142463,106415.84000000001,-136932.15999999997,Below pace
Planning & Zoning,General Fund,Current Planning,Other operating costs,242798.0,138786.51,60,75.0,182098.5,104011.48999999999,57.16130693004061,-43311.98999999999,-17.83869306995939,185048.68000000002,-57749.31999999998,Below pace
Public Works,Transportation Fund,Community Services,Other operating costs,242406.0,133531.52,49,75.0,181804.5,108874.48000000001,55.08589721376533,-48272.98000000001,-19.914102786234672,178042.02666666664,-64363.97333333336,Below pace
Management Services,Support Services Fund,Communications and Engagement,"Supplies, technology & equipment",242011.0,131452.64,40,75.0,181508.25,110558.35999999999,54.3168037816463,-50055.609999999986,-20.6831962183537,175270.18666666668,-66740.81333333332,Below pace
Development Services,Austin Code Fund,Investigations and Compliance,"Supplies, technology & equipment",242006.0,70553.87,31,75.0,181504.5,171452.13,29.153768914820294,-110950.63,-45.84623108517971,94071.82666666666,-147934.17333333334,Below pace
Austin Public Library,General Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,241629.0,241629.0,1,75.0,181221.75,0.0,100.0,60407.25,25.0,322172.0,80543.0,Above pace
Office of the City Auditor,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,237160.0,200355.8,3,75.0,177870.0,36804.20000000001,84.48127846179794,22485.79999999999,9.481278461797942,267141.06666666665,29981.06666666665,Above pace
Austin Public Health,General Fund,Disease Prevention & Health Promotion,Contractual services,232493.0,56864.96,42,75.0,174369.75,175628.04,24.45878370531586,-117504.79000000001,-50.54121629468414,75819.94666666667,-156673.05333333334,Below pace
Human Resources,Workers' Compensation Fund,Court and Legal Fees,Contractual services,231591.0,132549.21,1,75.0,173693.25,99041.79000000001,57.23418008471832,-41144.04000000001,-17.765819915281682,176732.28,-54858.72,Below pace
Building Services,Support Services Fund,Facility Security and Mail Services,Other operating costs,229737.0,510155.06,37,75.0,172302.75,-280418.06,222.06046914515292,337852.31,147.06046914515292,680206.7466666667,450469.7466666667,Above pace
Small and Minority Business Resources,Support Services Fund,Support Services,Contractual services,227702.0,31680.68,3,75.0,170776.5,196021.32,13.91321991023355,-139095.82,-61.08678008976645,42240.90666666667,-185461.09333333332,Below pace
Development Services,Austin Code Fund,Support Services,Contractual services,227337.0,52889.060000000005,37,75.0,170502.75,174447.94,23.264607169092585,-117613.69,-51.735392830907415,70518.74666666667,-156818.25333333333,Below pace
Austin Convention Center,Convention Center Palmer Events Center Operating Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,226916.0,226916.0,4,75.0,170187.0,0.0,100.0,56729.0,25.0,302554.6666666667,75638.66666666669,Above pace
Austin Convention Center,Convention Center Palmer Events Center Garage Fund,Event Operations,Contractual services,223578.0,59873.11,5,75.0,167683.5,163704.89,26.779517662739625,-107810.39,-48.22048233726038,79830.81333333334,-143747.18666666665,Below pace
Financial Services,Seaholm Tax Increment Financing Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,223198.0,225425.0,1,75.0,167398.5,-2227.0,100.99776879721145,58026.5,25.99776879721145,300566.6666666667,77368.66666666669,Above pace
Public Works,Transportation Fund,Bridge Maintenance,"Supplies, technology & equipment",222950.0,108509.01000000001,19,75.0,167212.5,114440.98999999999,48.669661359049115,-58703.48999999999,-26.330338640950885,144678.68000000002,-78271.31999999998,Below pace
Austin Public Health,General Fund,Social Service Grants,Contractual services,215000.0,78000.0,5,75.0,161250.0,137000.0,36.27906976744186,-83250.0,-38.72093023255814,104000.0,-111000.0,Below pace
Parks & Recreation,PARD Donations Fund,Support Services,Contractual services,214199.0,2043.0,2,75.0,160649.25,212156.0,0.9537859653873267,-158606.25,-74.04621403461267,2724.0,-211475.0,Below pace
Emergency Medical Services,General Fund,Safety and Performance Improvement,"Supplies, technology & equipment",212200.0,154013.5,8,75.0,159150.0,58186.5,72.57940622054666,-5136.5,-2.420593779453341,205351.33333333334,-6848.666666666657,Near pace
Fire,General Fund,Support Services,Contractual services,211385.0,1030272.5,22,75.0,158538.75,-818887.5,487.3914894623554,871733.75,412.3914894623554,1373696.6666666667,1162311.6666666667,Above pace
Austin Convention Center,Convention Center Marketing and Promotion Fund,Support Services,Other operating costs,208865.0,39750.47,1,75.0,156648.75,169114.53,19.031656811816244,-116898.28,-55.96834318818375,53000.62666666667,-155864.37333333332,Below pace
Fire,General Fund,Support Services,Grants & contributions,208598.0,173606.65999999997,3,75.0,156448.5,34991.340000000026,83.22546716651165,17158.159999999974,8.225467166511649,231475.54666666663,22877.546666666633,Above pace
Aviation,Airport Operating Fund,Business Services,Other operating costs,207755.0,109857.79999999999,34,75.0,155816.25,97897.20000000001,52.87853481263988,-45958.45000000001,-22.121465187360123,146477.06666666665,-61277.93333333335,Below pace
Municipal Court,General Fund,Municipal Court Operations,Contractual services,206019.0,182236.14,13,75.0,154514.25,23782.859999999986,88.45598706915382,27721.890000000014,13.45598706915382,242981.52000000002,36962.52000000002,Above pace
Police,Police Federal Department of Treasury Asset Forfeiture Fund,Asset Forfeiture Funds,"Supplies, technology & equipment",200000.0,0.0,3,75.0,150000.0,200000.0,0.0,-150000.0,-75.0,0.0,-200000.0,Below pace
Building Services,One Texas Center Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,199770.0,198926.07,2,75.0,149827.5,843.929999999993,99.5775491815588,49098.57000000001,24.577549181558794,265234.76,65464.76000000001,Above pace
Homeless Strategy Office,General Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,199299.0,164350.34,1,75.0,149474.25,34948.66,82.46420704569516,14876.089999999997,7.4642070456951615,219133.78666666665,19834.786666666652,Above pace
Austin Resource Recovery,Austin Resource Recovery Fund,Waste Diversion,"Supplies, technology & equipment",195545.0,109687.54,54,75.0,146658.75,85857.46,56.09324707867754,-36971.21000000001,-18.906752921322457,146250.05333333332,-49294.946666666685,Below pace
